
Server running on port 17000

Server actions:
start | stop | restart | changeAddr | exit | help

>>0.000000, 17.590000, 0.000000
0.006840, 17.345001, 0.000000
0.011935, 17.250000, 0.000000
0.025583, 17.262501, 2.011401
0.035363, 17.262001, 3.854519
0.049011, 17.251669, 3.212099
0.058994, 17.241430, 2.753228
0.079465, 17.233751, 2.409074
0.201726, 17.225557, 2.141399
0.302393, 17.220001, 2.028544
0.389811, 17.212729, 2.023571
0.463388, 17.210001, 2.150306
0.643054, 17.208464, 1.984898
0.778585, 16.860716, 19.421011
0.877945, 16.144667, 18.126278
0.997988, 15.468751, 16.993385
1.121205, 14.840589, 15.993774
1.237381, 14.233334, 15.105231
1.352647, 13.673159, 14.310219
1.479818, 13.169500, 14.408808
1.603753, 12.689048, 15.000407
1.730945, 12.225000, 14.318570
1.854970, 11.790001, 13.696024
1.986781, 11.385001, 13.125356
2.121263, 10.989601, 12.600342
2.256407, 10.610001, 12.115713
2.383616, 10.250371, 11.666984
2.518791, 9.911072, 11.250305
2.649772, 9.593103, 10.862364
2.784873, 9.294333, 10.500285
2.923923, 9.012581, 10.161566
3.055899, 8.741563, 9.844017
3.187511, 8.482121, 9.545713
3.322591, 8.234412, 9.264957
3.457648, 8.004857, 9.366931
3.593138, 7.791945, 9.106739
3.732185, 7.587568, 9.194095
3.867686, 7.389738, 8.952146
4.006748, 7.201026, 8.722603
4.142222, 7.021001, 8.504538
4.281273, 6.849757, 8.297111
4.412882, 6.686667, 8.232228
4.551922, 6.534652, 8.040781
4.687395, 6.387273, 8.237969
4.826453, 6.245334, 8.054903
4.961921, 6.109565, 7.879797
5.100951, 5.979575, 7.806664
5.232550, 5.855000, 7.665134
5.371598, 5.737551, 7.700080
5.507054, 5.624200, 7.758868
5.646101, 5.513922, 7.606734
5.781569, 5.407885, 7.460450
5.916665, 5.305850, 7.403486
6.052130, 5.209630, 7.266384
6.191162, 5.116182, 7.331713
6.326632, 5.025001, 7.200789
6.465678, 4.936842, 7.074460
6.601142, 4.851725, 6.952486
6.740182, 4.769492, 6.918305
6.875237, 4.690001, 6.852365
7.010692, 4.615082, 6.922753
7.149733, 4.541452, 7.026041
7.285206, 4.469365, 6.914516
7.424244, 4.399531, 6.806477
7.555860, 4.331846, 6.701762
7.694889, 4.266970, 6.712407
7.830351, 4.204477, 6.612221
7.969363, 4.143088, 6.573063
8.104838, 4.083043, 6.477801
8.239885, 4.024714, 6.476941
8.375341, 3.970000, 6.385716
8.514397, 3.915278, 6.509515
