
Server running on port 17000

Server actions:
start | stop | restart | changeAddr | exit | help

>>0.000000, 19.209999, 0.000000
0.159607, 19.240000, 0.000000
0.322473, 19.269999, 0.000000
0.611096, 19.292500, 0.000000
0.837900, 18.049999, 62.188972
0.993101, 15.108334, 51.824142
1.109444, 12.950000, 44.420692
1.248818, 11.331250, 69.766006
1.388176, 10.221111, 62.014229
1.519081, 9.398001, 55.812805
1.650146, 8.750909, 50.738914
1.793267, 8.222500, 46.510670
1.928823, 7.694615, 47.528259
2.060496, 7.194286, 44.133385
2.191658, 6.750000, 41.191158
2.323350, 6.373750, 39.755733
2.458491, 6.040588, 38.055565
2.590208, 5.737778, 35.941364
2.725342, 5.464211, 34.049713
2.857017, 5.218500, 32.499111
2.992145, 4.994762, 31.045500
3.131247, 4.790000, 29.634340
3.266872, 4.598260, 28.345892
3.401056, 4.410833, 27.164812
3.535190, 4.235199, 26.078220
3.669729, 4.080769, 25.624544
3.808830, 3.935185, 25.168846
3.944473, 3.795714, 24.269958
4.083580, 3.665517, 23.433064
4.219114, 3.543333, 22.651960
4.354234, 3.429032, 21.921253
4.492030, 3.326875, 21.625301
4.626922, 3.230000, 21.339996
4.764744, 3.135000, 20.712349
4.902855, 3.045428, 20.120567
5.041869, 2.960833, 19.561663
5.177441, 2.880810, 19.032969
5.310695, 2.805000, 18.532101
5.449039, 2.736923, 18.336748
5.584606, 2.670750, 18.220030
5.722878, 2.606097, 17.775639
5.858341, 2.544047, 17.352409
5.997455, 2.484884, 17.029175
6.136557, 2.428409, 16.731850
6.268314, 2.374444, 16.360031
6.403864, 2.325652, 16.004379
6.543066, 2.278085, 15.915606
6.682170, 2.230625, 15.584030
6.817705, 2.185102, 15.265988
6.953244, 2.141400, 14.991050
7.092363, 2.099412, 14.735797
7.228053, 2.059038, 14.452416
7.363299, 2.020189, 14.179729
7.499010, 1.985000, 13.917141
7.638227, 1.951091, 13.664103
7.773880, 1.916429, 13.420100
7.912144, 1.882807, 13.184660
8.051244, 1.850345, 12.957338
8.183030, 1.818983, 12.737722
8.321272, 1.791333, 12.757095
8.456827, 1.763934, 12.788648
8.596056, 1.735806, 12.582378
8.731702, 1.708254, 12.382658
8.870934, 1.681562, 12.189179
9.006563, 1.655692, 12.001654
9.145783, 1.630606, 11.864623
9.277541, 1.606269, 11.687539
9.413191, 1.584412, 11.515663
9.552472, 1.563188, 11.348770
9.688114, 1.541429, 11.186645
9.827388, 1.519718, 11.029086
9.963036, 1.498611, 10.953197
10.102213, 1.478082, 10.830171
10.237948, 1.458108, 10.683817
10.373201, 1.438667, 10.541367
10.508953, 1.421711, 10.402664
10.648252, 1.404416, 10.433917
10.783918, 1.386667, 10.300149
10.923214, 1.369114, 10.169767
11.058956, 1.352000, 10.042645
11.198183, 1.335309, 9.930833
11.334079, 1.319024, 9.840517
11.469707, 1.303133, 9.758534
11.604946, 1.287619, 9.642362
11.739627, 1.273647, 9.528922
11.878730, 1.259884, 9.498435
12.017919, 1.245632, 9.389257
12.153567, 1.231477, 9.282561
12.289207, 1.217641, 9.178263
12.424440, 1.204111, 9.076283
12.560099, 1.192638, 9.176673
12.699299, 1.180870, 9.253768
12.834936, 1.168172, 9.154264
12.974128, 1.156170, 9.135557
13.109768, 1.144000, 9.108629
13.249031, 1.132084, 9.013747
13.384678, 1.120413, 8.972980
13.519905, 1.108980, 8.931725
13.655545, 1.099293, 8.974380
13.794828, 1.089700, 8.997962
13.930580, 1.079208, 8.908874
14.066208, 1.068628, 8.821531
14.205486, 1.058350, 8.821995
14.341219, 1.048173, 8.795507
14.480428, 1.038191, 8.711740
14.616180, 1.028396, 8.677247
14.755362, 1.018785, 8.596151
14.887153, 1.009352, 8.544659
15.026444, 1.001468, 8.583789
15.161108, 0.993273, 8.630842
15.300249, 0.984685, 8.553087
15.439442, 0.975893, 8.476720
15.575272, 0.967257, 8.401705
15.710965, 0.958772, 8.328006
15.850181, 0.950435, 8.255589
15.985841, 0.942242, 8.184420
16.121090, 0.934188, 8.114467
16.256750, 0.927712, 8.161451
16.395964, 0.920756, 8.221288
